,route,order_date,order_flow
628,上海-南京,2016-09-20,50.0
629,上海-南京,2016-09-21,22.0
630,上海-南京,2016-09-22,100.0
631,上海-南京,2016-09-23,39.0
632,上海-南京,2016-09-24,8.0
633,上海-南京,2016-09-25,0.0
634,上海-南京,2016-09-26,85.0
635,上海-南京,2016-09-27,48.0
636,上海-南京,2016-09-28,22.0
637,上海-南京,2016-09-29,64.0
638,上海-南京,2016-09-30,68.0
639,上海-南京,2016-10-01,1.0
640,上海-南京,2016-10-02,17.0
641,上海-南京,2016-10-03,0.0
642,上海-南京,2016-10-04,0.0
643,上海-南京,2016-10-05,0.0
644,上海-南京,2016-10-06,0.0
645,上海-南京,2016-10-07,0.0
646,上海-南京,2016-10-08,135.0
647,上海-南京,2016-10-09,143.0
648,上海-南京,2016-10-10,27.0
649,上海-南京,2016-10-11,11.0
650,上海-南京,2016-10-12,41.0
651,上海-南京,2016-10-13,24.0
652,上海-南京,2016-10-14,41.0
653,上海-南京,2016-10-15,15.0
654,上海-南京,2016-10-16,0.0
655,上海-南京,2016-10-17,122.0
656,上海-南京,2016-10-18,83.0
657,上海-南京,2016-10-19,55.0
658,上海-南京,2016-10-20,59.0
659,上海-南京,2016-10-21,74.0
660,上海-南京,2016-10-22,13.0
661,上海-南京,2016-10-23,0.0
662,上海-南京,2016-10-24,29.0
663,上海-南京,2016-10-25,84.0
664,上海-南京,2016-10-26,66.0
665,上海-南京,2016-10-27,61.0
666,上海-南京,2016-10-28,57.0
667,上海-南京,2016-10-29,21.0
668,上海-南京,2016-10-30,2.0
669,上海-南京,2016-10-31,41.0
670,上海-南京,2016-11-01,38.0
671,上海-南京,2016-11-02,35.0
672,上海-南京,2016-11-03,65.0
673,上海-南京,2016-11-04,108.0
674,上海-南京,2016-11-05,5.0
675,上海-南京,2016-11-06,0.0
676,上海-南京,2016-11-07,38.0
677,上海-南京,2016-11-08,50.0
678,上海-南京,2016-11-09,39.0
679,上海-南京,2016-11-10,120.0
680,上海-南京,2016-11-11,13.0
681,上海-南京,2016-11-12,1.0
682,上海-南京,2016-11-13,0.0
683,上海-南京,2016-11-14,34.0
684,上海-南京,2016-11-15,62.0
685,上海-南京,2016-11-16,19.0
686,上海-南京,2016-11-17,37.0
687,上海-南京,2016-11-18,35.0
688,上海-南京,2016-11-19,29.0
689,上海-南京,2016-11-20,2.0
690,上海-南京,2016-11-21,84.0
691,上海-南京,2016-11-22,56.0
692,上海-南京,2016-11-23,19.0
693,上海-南京,2016-11-24,58.0
694,上海-南京,2016-11-25,53.0
695,上海-南京,2016-11-26,41.0
696,上海-南京,2016-11-27,0.0
697,上海-南京,2016-11-28,42.0
698,上海-南京,2016-11-29,35.0
699,上海-南京,2016-11-30,62.0
700,上海-南京,2016-12-01,20.0
701,上海-南京,2016-12-02,94.0
702,上海-南京,2016-12-03,1.0
703,上海-南京,2016-12-04,0.0
704,上海-南京,2016-12-05,26.0
705,上海-南京,2016-12-06,18.0
706,上海-南京,2016-12-07,26.0
707,上海-南京,2016-12-08,54.0
708,上海-南京,2016-12-09,66.0
709,上海-南京,2016-12-10,27.0
710,上海-南京,2016-12-11,1.0
711,上海-南京,2016-12-12,58.0
712,上海-南京,2016-12-13,48.0
713,上海-南京,2016-12-14,87.0
714,上海-南京,2016-12-15,61.0
715,上海-南京,2016-12-16,56.0
716,上海-南京,2016-12-17,22.0
717,上海-南京,2016-12-18,3.0
718,上海-南京,2016-12-19,59.0
719,上海-南京,2016-12-20,72.0
720,上海-南京,2016-12-21,21.0
721,上海-南京,2016-12-22,40.0
722,上海-南京,2016-12-23,11.0
723,上海-南京,2016-12-24,54.0
724,上海-南京,2016-12-25,2.0
725,上海-南京,2016-12-26,31.0
726,上海-南京,2016-12-27,9.0
727,上海-南京,2016-12-28,11.0
728,上海-南京,2016-12-29,35.0
729,上海-南京,2016-12-30,12.0
730,上海-南京,2016-12-31,0.0
